"frameCount";"StaticqueueDensity";"currentNoOfBlobs"
"828";"12";"0"
"829";"12";"0"
"830";"12";"0"
"831";"12";"0"
"832";"12";"0"
"833";"12";"0"
"834";"12";"0"
"835";"12";"0"
"836";"12";"0"
"837";"12";"0"
"838";"12";"0"
"839";"12";"0"
"840";"12";"0"
"841";"11";"1"
"842";"12";"0"
"843";"11";"1"
"844";"11";"1"
"845";"12";"0"
"846";"12";"0"
"847";"12";"0"
"848";"12";"0"
"849";"12";"0"
"850";"11";"1"
"851";"12";"0"
"852";"11";"1"
"853";"11";"1"
"854";"12";"0"
"855";"12";"0"
"856";"12";"0"
"857";"12";"0"
"858";"12";"0"
"859";"12";"0"
"860";"12";"0"
"861";"12";"0"
"862";"12";"0"
"863";"12";"0"
"864";"10";"2"
"865";"11";"1"
"866";"12";"0"
"867";"11";"1"
"868";"12";"0"
"869";"12";"0"
"870";"11";"1"
"871";"11";"1"
"872";"12";"0"
"873";"11";"1"
"874";"11";"1"
"875";"12";"0"
"876";"12";"0"
"877";"12";"0"
"878";"12";"0"
"879";"12";"0"
"880";"12";"0"
"881";"15";"0"
"882";"12";"0"
"883";"12";"0"
"884";"12";"0"
"885";"12";"0"
"886";"12";"0"
"887";"12";"0"
"888";"12";"0"
"889";"12";"0"
"890";"12";"0"
"891";"12";"0"
"892";"12";"0"
"893";"12";"0"
"894";"12";"0"
"895";"12";"0"
"896";"12";"0"
"897";"12";"0"
"898";"12";"0"
"899";"12";"0"
"900";"12";"0"
"901";"12";"0"
"902";"12";"0"
"903";"12";"0"
"904";"12";"0"
"905";"12";"0"
"906";"12";"0"
"907";"12";"0"
"908";"12";"0"
"909";"12";"0"
"910";"12";"0"
"911";"12";"0"
"912";"12";"0"
"913";"12";"0"
"914";"12";"0"
"915";"12";"0"
"916";"12";"0"
"917";"12";"0"
"918";"12";"0"
"919";"12";"0"
"920";"12";"0"
"921";"12";"0"
"922";"12";"0"
"923";"11";"1"
"924";"11";"1"
"925";"11";"1"
"926";"11";"1"
"927";"11";"1"
"928";"11";"1"
"929";"12";"0"
"930";"11";"1"
"931";"12";"0"
"932";"12";"0"
"933";"12";"0"
"934";"12";"0"
"935";"12";"0"
"936";"12";"0"
"937";"12";"0"
"938";"12";"0"
"939";"12";"0"
"940";"12";"0"
"941";"12";"0"
"942";"12";"0"
"943";"12";"0"
"944";"12";"0"
"945";"12";"0"
"946";"12";"0"
"947";"12";"0"
"948";"12";"0"
"949";"12";"0"
"950";"12";"0"
"951";"12";"0"
"952";"12";"0"
"953";"12";"0"
"954";"12";"0"
"955";"12";"0"
"956";"12";"0"
"957";"12";"0"
"958";"12";"0"
"959";"11";"1"
"960";"11";"1"
"961";"12";"0"
"962";"11";"1"
"963";"11";"1"
"964";"12";"0"
"965";"11";"1"
"966";"11";"1"
"967";"12";"0"
"968";"12";"0"
"969";"12";"0"
"970";"12";"0"
"971";"12";"0"
"972";"12";"0"
"973";"12";"0"
"974";"12";"0"
"975";"12";"0"
"976";"12";"0"
"977";"12";"0"
"978";"12";"0"
"979";"12";"0"
"980";"12";"0"
"981";"12";"0"
"982";"12";"0"
"983";"12";"0"
"984";"12";"0"
"985";"12";"0"
"986";"12";"0"
"987";"12";"0"
"988";"12";"0"
"989";"12";"0"
"990";"12";"0"
"991";"12";"0"
"992";"12";"0"
"993";"11";"1"
"994";"11";"1"
"995";"12";"0"
"996";"11";"1"
"997";"12";"0"
"998";"12";"0"
"999";"11";"1"
"1000";"11";"1"
"1001";"12";"0"
"1002";"11";"1"
"1003";"11";"1"
"1004";"12";"0"
"1005";"12";"0"
"1006";"12";"0"
"1007";"12";"0"
"1008";"10";"2"
"1009";"12";"0"
"1010";"12";"0"
"1011";"11";"1"
"1012";"12";"0"
"1013";"12";"0"
"1014";"12";"0"
"1015";"12";"0"
"1016";"12";"0"
"1017";"12";"0"
"1018";"12";"0"
"1019";"12";"0"
"1020";"12";"0"
"1021";"12";"0"
"1022";"12";"0"
"1023";"12";"0"
"1024";"12";"0"
"1025";"12";"0"
"1026";"12";"0"
"1027";"12";"0"
"1028";"12";"0"
"1029";"12";"0"
"1030";"12";"0"
"1031";"12";"0"
"1032";"11";"1"
"1033";"11";"1"
"1034";"12";"0"
"1035";"12";"0"
"1036";"12";"0"
"1037";"12";"0"
"1038";"12";"0"
"1039";"12";"0"
"1040";"12";"0"
"1041";"12";"0"
"1042";"12";"0"
"1043";"12";"0"
"1044";"12";"0"
"1045";"11";"1"
"1046";"12";"0"
"1047";"12";"0"
"1048";"12";"0"
"1049";"12";"0"
"1050";"12";"0"
"1051";"12";"0"
"1052";"12";"0"
"1053";"12";"0"
"1054";"12";"0"
"1055";"12";"0"
"1056";"12";"0"
"1057";"12";"0"
"1058";"12";"0"
"1059";"12";"0"
"1060";"12";"0"
"1061";"12";"0"
"1062";"12";"0"
"1063";"12";"0"
"1064";"12";"0"
"1065";"12";"0"
"1066";"12";"0"
"1067";"12";"0"
"1068";"12";"0"
"1069";"12";"0"
"1070";"12";"0"
"1071";"12";"0"
"1072";"12";"0"
"1073";"12";"0"
"1074";"12";"0"
"1075";"12";"0"
"1076";"12";"0"
"1077";"12";"0"
"1078";"12";"0"
"1079";"12";"0"
"1080";"12";"0"
"1081";"12";"0"
"1082";"12";"0"
"1083";"12";"0"
"1084";"12";"0"
"1085";"12";"0"
"1086";"12";"0"
"1087";"12";"0"
"1088";"12";"0"
"1089";"12";"0"
"1090";"12";"0"
"1091";"12";"0"
"1092";"12";"0"
"1093";"12";"0"
"1094";"12";"0"
"1095";"12";"0"
"1096";"12";"0"
"1097";"12";"0"
"1098";"11";"1"
"1099";"11";"1"
"1100";"12";"0"
"1101";"10";"2"
"1102";"12";"0"
"1103";"11";"1"
"1104";"11";"1"
"1105";"12";"0"
"1106";"12";"0"
"1107";"10";"2"
"1108";"11";"1"
"1109";"11";"1"
"1110";"11";"1"
"1111";"11";"1"
"1112";"11";"1"
"1113";"10";"2"
"1114";"10";"2"
"1115";"11";"1"
"1116";"9";"3"
"1117";"10";"2"
"1118";"11";"1"
"1119";"11";"1"
"1120";"10";"2"
"1121";"10";"2"
"1122";"11";"1"
"1123";"11";"1"
"1124";"11";"1"
"1125";"11";"1"
"1126";"11";"1"
"1127";"10";"2"
"1128";"10";"2"
"1129";"9";"3"
"1130";"10";"2"
"1131";"10";"2"
"1132";"10";"2"
"1133";"11";"1"
"1134";"10";"2"
"1135";"10";"2"
"1136";"11";"1"
"1137";"9";"3"
"1138";"11";"1"
"1139";"11";"1"
"1140";"11";"1"
"1141";"11";"1"
"1142";"11";"1"
"1143";"10";"2"
"1144";"10";"2"
"1145";"10";"2"
"1146";"10";"2"
"1147";"11";"1"
"1148";"11";"1"
"1149";"11";"1"
"1150";"10";"2"
"1151";"12";"0"
"1152";"10";"2"
"1153";"10";"2"
"1154";"11";"1"
"1155";"11";"1"
"1156";"9";"3"
"1157";"11";"1"
"1158";"9";"3"
"1159";"10";"2"
"1160";"11";"1"
"1161";"10";"2"
"1162";"11";"1"
"1163";"12";"0"
"1164";"11";"1"
"1165";"11";"1"
"1166";"12";"0"
"1167";"10";"2"
"1168";"10";"2"
"1169";"12";"0"
"1170";"10";"2"
"1171";"12";"0"
"1172";"12";"0"
"1173";"11";"1"
"1174";"12";"0"
"1175";"12";"0"
"1176";"11";"1"
"1177";"11";"1"
"1178";"12";"0"
"1179";"11";"1"
"1180";"11";"1"
"1181";"12";"0"
"1182";"10";"2"
"1183";"10";"2"
"1184";"11";"1"
"1185";"10";"2"
"1186";"10";"2"
"1187";"11";"1"
"1188";"11";"1"
"1189";"11";"1"
"1190";"12";"0"
"1191";"11";"1"
"1192";"11";"1"
"1193";"11";"1"
"1194";"11";"1"
"1195";"11";"1"
"1196";"11";"1"
"1197";"11";"1"
"1198";"11";"1"
"1199";"12";"0"
"1200";"11";"1"
"1201";"11";"1"
"1202";"12";"0"
"1203";"11";"1"
"1204";"11";"1"
"1205";"12";"0"
"1206";"11";"1"
"1207";"12";"0"
"1208";"12";"0"
"1209";"12";"0"
"1210";"12";"0"
"1211";"12";"0"
"1212";"12";"0"
"1213";"12";"0"
"1214";"12";"0"
"1215";"12";"0"
"1216";"7";"0"
"1217";"11";"1"
"1218";"11";"1"
"1219";"12";"0"
"1220";"12";"0"
"1221";"12";"0"
"1222";"11";"1"
"1223";"12";"0"
"1224";"12";"0"
"1225";"11";"1"
"1226";"12";"0"
"1227";"12";"0"
"1228";"11";"1"
"1229";"12";"0"
"1230";"11";"1"
"1231";"11";"1"
"1232";"12";"0"
"1233";"12";"0"
"1234";"12";"0"
"1235";"12";"0"
"1236";"11";"1"
"1237";"10";"2"
"1238";"12";"0"
"1239";"11";"1"
"1240";"11";"1"
"1241";"12";"0"
"1242";"11";"1"
"1243";"11";"1"
"1244";"12";"0"
"1245";"12";"0"
"1246";"11";"1"
"1247";"12";"0"
"1248";"11";"1"
"1249";"12";"0"
"1250";"12";"0"
"1251";"12";"0"
"1252";"12";"0"
"1253";"12";"0"
"1254";"12";"0"
"1255";"12";"0"
"1256";"12";"0"
"1257";"11";"1"
"1258";"11";"1"
"1259";"12";"0"
"1260";"10";"2"
"1261";"10";"2"
"1262";"12";"0"
"1263";"12";"0"
"1264";"12";"0"
"1265";"12";"0"
"1266";"12";"0"
"1267";"12";"0"
"1268";"12";"0"
"1269";"12";"0"
"1270";"12";"0"
"1271";"12";"0"
"1272";"12";"0"
"1273";"11";"1"
"1274";"12";"0"
"1275";"12";"0"
"1276";"11";"1"
"1277";"12";"0"
"1278";"8";"4"
"1279";"10";"2"
"1280";"11";"1"
"1281";"10";"2"
"1282";"10";"2"
"1283";"11";"1"
"1284";"9";"3"
"1285";"10";"2"
"1286";"12";"0"
"1287";"11";"1"
"1288";"11";"1"
"1289";"12";"0"
"1290";"11";"1"
"1291";"11";"1"
"1292";"12";"0"
"1293";"11";"1"
"1294";"10";"2"
"1295";"12";"0"
"1296";"11";"1"
"1297";"11";"1"
"1298";"12";"0"
"1299";"11";"1"
"1300";"11";"1"
"1301";"12";"0"
"1302";"12";"0"
"1303";"12";"0"
"1304";"12";"0"
"1305";"12";"0"
"1306";"12";"0"
"1307";"12";"0"
"1308";"12";"0"
"1309";"12";"0"
"1310";"12";"0"
"1311";"12";"0"
"1312";"12";"0"
"1313";"12";"0"
"1314";"12";"0"
"1315";"12";"0"
"1316";"12";"0"
"1317";"12";"0"
"1318";"12";"0"
"1319";"12";"0"
"1320";"12";"0"
"1321";"12";"0"
"1322";"12";"0"
"1323";"12";"0"
"1324";"11";"1"
"1325";"12";"0"
"1326";"11";"1"
"1327";"11";"1"
"1328";"12";"0"
"1329";"12";"0"
"1330";"10";"2"
"1331";"12";"0"
"1332";"10";"2"
"1333";"10";"2"
"1334";"12";"0"
"1335";"11";"1"
"1336";"11";"1"
"1337";"12";"0"
"1338";"10";"2"
"1339";"10";"2"
"1340";"11";"1"
"1341";"10";"2"
"1342";"10";"2"
"1343";"11";"1"
"1344";"10";"2"
"1345";"10";"2"
"1346";"12";"0"
"1347";"10";"2"
"1348";"10";"2"
"1349";"12";"0"
"1350";"10";"2"
"1351";"10";"2"
"1352";"12";"0"
"1353";"10";"2"
